readID	cluster
ff829139-d6ef-4833-a209-418ccb3da0e1	1	1
fe5a08e1-ac15-45f1-9d43-d732327dd8c2	1	0
5940ab0d-3d93-4947-85b4-76e882d7593e	1	1
f8af6fbe-e3f0-404d-b2ec-ea4866b5fae8	1	0
ad8d6246-a991-4a7c-a92c-fe4aca046253	1	0
18593b12-77a8-44d2-946c-da82f82f3739	1	0
7798ab9b-d90a-4db2-90d8-c9e00c68f8a7	1	0
ba2d7179-4b08-4bac-bd78-f0bb776ea57b	1	0
53fe1b45-155e-4dae-ab23-049127f19aaa	1	0
796b05ad-93f2-441c-896f-f7f1f0a11746	1	1
b60d9473-b0d2-4942-8033-a3536ff4810c	1	0
