readID	cluster
393a6b9e-6803-4c9d-b380-3689867cd745	1	1
ee6c06af-d712-4be4-8711-6ac36e01e91a	1	1
10889a0b-661d-4cde-bfda-51dfea919455	1	1
dd93b3a1-eab9-4182-a08e-eadde44c17a5	1	1
1b324907-5339-4d81-bf17-ad0e9d787ab8	1	1
e19d6bcf-0ed9-44af-b94f-26e842da58b4	1	1
5580f052-56c7-4351-8cb9-6a3076aa84ef	1	1
77fd508a-2a2d-4e9c-8a79-9918aca66a99	1	0
59a135dd-748f-4ee6-842e-eab003d583e6	1	1
